customer_id,gender,agecat,edcat,jobcat,empcat,retire,income,creddebt,othdebt,jobsat,marital,spousedcat,residecat,homeown,hometype,addresscat,default
3602-XJPZA,F,4,2,2,4,1,30,.7521,.6279,3,0,-1,1,1,3,3,0
1239-KUNDT,M,1,2,5,1,0,22,.162184,.673816,1,0,-1,1,1,1,1,0
2275-IGZLX,M,2,2,1,3,0,109,2.686959,6.360041,5,0,-1,2,0,2,2,0
7958-JOUTT,F,4,1,3,5,0,70,2.401,7.399,4,0,-1,1,1,1,3,0
8885-DSTLX,M,2,3,6,3,0,95,.20577,5.20923,3,1,3,2,1,1,2,0
1497-RNGKN,F,4,3,6,5,1,15,.81216,.59784,3,1,2,4,1,1,2,0
5311-GXNOU,F,2,3,3,3,0,87,1.19799,1.76001,3,1,3,2,0,2,2,0
9579-RNQKQ,M,1,2,2,1,0,41,1.144884,2.053116,1,0,-1,1,1,1,1,0
6278-HQORM,M,4,1,3,5,0,54,3.425004,14.988996,5,1,1,2,1,1,3,0
7474-BMPSP,F,3,1,3,3,0,38,2.789808,4.202192,5,1,2,2,1,1,3,0
3152-TZZBN,M,2,2,1,2,0,103,.465766,1.491234,3,0,-1,1,0,2,1,0
3446-RPKAK,F,1,3,2,1,0,87,.504252,3.149748,2,0,-1,1,1,1,1,0
8407-MZZVV,F,4,1,1,5,1,25,.6096,2.5654,5,1,1,2,0,2,3,0
5169-JDZEX,M,3,3,5,4,0,88,3.838912,3.377088,4,0,-1,1,0,2,2,0
6182-XFYYL,M,1,1,1,2,0,26,.391222,.674778,3,0,-1,3,1,1,1,0
8520-FVFPE,M,2,2,2,2,0,42,.451584,.556416,2,1,2,4,1,3,3,0
9493-WKRUG,M,4,1,5,5,1,17,.27302,.47498,3,0,-1,1,0,2,3,0
5470-DLCCC,F,4,2,2,5,0,47,.634688,2.373312,5,0,-1,1,1,3,2,0
0924-FSCDJ,M,4,3,1,5,0,86,2.636416,2.867584,4,0,-1,1,1,1,3,0
1406-KPQAK,F,4,3,3,5,0,84,.987,3.213,5,1,2,3,1,4,3,0
6590-AXXJB,M,2,3,2,2,0,32,.14688,.81312,3,0,-1,1,0,2,2,0
6051-CEEZS,F,3,1,2,3,0,46,4.6276,4.5724,2,0,-1,2,1,1,3,0
4861-LEHEZ,F,3,3,2,2,0,49,2.040066,5.897934,2,0,-1,1,1,4,2,0
4051-DQGFL,M,4,3,1,4,1,21,1.52628,2.33772,3,0,-1,1,1,1,3,0
0259-FXHXS,M,2,2,1,3,0,74,1.692824,4.671176,5,0,-1,1,1,3,3,0
7454-XXPUX,M,2,1,6,4,0,32,.286848,.289152,5,1,1,4,0,2,3,0
2837-FBEJO,F,1,2,5,1,0,27,1.080378,1.106622,2,0,-1,3,1,3,1,0
6759-PLRUE,M,2,2,5,4,0,37,4.37266,7.13434,4,0,-1,1,0,2,2,1
8046-FVCYO,M,2,2,2,1,0,38,7.383552,3.104448,1,1,2,2,1,1,3,1
8463-UVQIA,M,4,1,6,5,0,115,2.948715,8.436285,2,1,1,2,1,1,3,0
2029-ZNUCY,F,3,1,3,5,0,70,2.48724,4.09276,3,1,1,2,1,1,3,0
9886-BKVXX,F,4,1,5,5,1,20,.49588,.48412,2,0,-1,1,0,2,3,0
0770-QSJQF,F,4,2,1,5,1,81,.715635,3.901365,1,0,-1,1,1,3,3,0
4455-WBHPA,F,3,3,4,4,1,9,.09477,.39123,3,0,-1,2,1,3,2,0
2180-MQIGJ,F,3,1,2,2,0,38,.864196,4.341804,1,1,1,3,0,1,2,0
6893-YYKCU,M,1,1,2,1,0,21,.057477,.425523,1,0,-1,1,0,4,1,0
7493-CSROC,F,2,1,5,5,0,57,1.303362,5.023638,3,0,-1,1,1,3,2,0
3447-USGRL,M,1,1,6,2,0,26,1.1557,3.3943,3,0,-1,4,0,2,1,0
5301-TNOKJ,F,3,2,2,2,0,49,2.227442,9.434558,3,1,3,5,1,2,3,1
4942-GAMHQ,F,3,2,6,4,0,79,3.001131,1.975869,4,0,-1,1,1,3,3,0
9057-NHTKD,M,1,3,2,1,0,18,1.1907,.6993,1,0,-1,2,1,1,1,1
4982-LLSQE,M,2,2,1,2,0,20,.4464,2.4336,3,1,2,6,0,2,2,0
3242-KKZIT,F,3,1,3,4,0,75,.4455,.9045,2,0,-1,1,1,3,3,0
1637-XLVPI,F,3,2,2,4,0,61,.415532,2.756468,4,0,-1,1,0,2,2,0
5423-FBNXF,M,4,2,1,3,0,37,1.032004,.373996,4,0,-1,1,1,1,3,0
7029-AZSHB,F,1,2,3,1,0,15,.06732,.44268,1,1,1,3,1,1,1,0
5693-IDUEQ,M,3,1,3,5,0,57,1.40049,5.78151,3,0,-1,1,1,1,3,0
0317-YHTOA,M,3,2,2,2,0,176,8.344336,7.671664,3,0,-1,1,0,1,3,1
3063-PVLOY,F,3,3,2,2,0,81,.086751,1.290249,2,0,-1,1,1,3,3,0
6354-HVOSF,M,4,1,4,5,0,51,.491028,2.466972,5,1,2,2,0,2,1,0
0074-USILA,M,3,2,2,2,0,65,2.457065,4.237935,4,1,2,3,1,3,2,0
5513-YCSAR,M,1,3,1,1,0,29,.123656,1.384344,1,1,2,5,1,1,1,0
8620-RLZWY,F,3,3,5,5,0,80,.16896,.79104,3,0,-1,1,1,2,2,0
7924-CUVTC,M,3,2,1,3,0,53,8.262912,10.181088,3,1,3,3,1,3,3,1
6324-YUZHM,F,4,1,6,5,1,23,.24633,.44367,3,0,-1,1,0,2,3,0
8919-JZTBI,M,1,2,1,1,0,25,.389475,.285525,1,0,-1,1,0,2,1,0
1461-XNOER,F,3,2,1,2,0,68,.235824,2.076176,4,0,-1,1,0,2,3,0
1244-IEZSZ,M,1,1,2,1,0,28,.11704,.94696,1,0,-1,2,0,2,1,0
9597-VCAJW,F,4,2,2,3,0,28,.511224,2.344776,5,1,2,2,1,1,2,0
6373-NPWTB,M,4,1,2,4,1,24,.128832,1.335168,2,1,2,2,1,1,3,0
7925-MJQWU,M,4,2,3,4,0,27,1.484487,1.836513,4,1,3,2,1,3,3,0
4191-UQXFS,F,4,2,5,5,0,140,0,0,4,0,-1,1,1,1,3,0
1356-IUMLG,M,2,1,2,2,0,51,.124542,1.762458,3,0,-1,1,0,2,3,0
9189-BJAKI,M,2,1,2,2,0,33,1.299804,1.538196,1,0,-1,4,1,1,2,1
8943-OVLUG,M,4,3,2,3,1,29,.235625,1.649375,4,1,2,2,0,2,2,0
3798-JPLAZ,M,4,3,1,4,0,108,1.854468,6.461532,4,1,3,2,0,1,3,0
9924-QAQHU,M,2,2,1,2,0,64,1.317376,9.306624,4,0,-1,1,1,1,3,0
2889-PSIXD,M,2,2,6,3,0,53,2.011032,5.196968,2,0,-1,2,1,3,2,0
0147-YVVCP,F,3,1,6,5,1,17,.006188,.214812,4,1,2,2,0,2,3,0
3791-TPVPR,F,3,2,2,3,0,67,2.22574,1.45926,5,0,-1,1,1,1,2,0
0620-LZFZG,M,2,2,1,3,0,88,1.004784,.931216,2,1,3,4,1,4,2,0
1282-DOZBT,M,2,2,6,4,0,52,4.350164,1.837836,5,0,-1,3,0,2,2,0
0589-VHHSK,M,1,2,2,1,0,20,.36024,1.15976,1,0,-1,2,1,3,1,1
3106-DJQRO,F,4,1,1,4,0,70,.17493,3.25507,2,0,-1,1,1,3,3,0
8487-FSNLS,F,1,2,2,1,0,19,.567948,3.004052,1,0,-1,1,1,1,1,1
8178-MBKSD,M,2,2,2,2,0,97,.320682,5.305318,4,1,3,5,1,1,2,0
5039-EUSWE,F,3,2,2,3,0,53,5.738787,2.688213,5,0,-1,1,0,2,3,0
2821-YQXLI,M,4,1,6,5,1,42,5.596416,8.977584,5,1,2,5,1,3,3,0
8339-ZNRSO,M,4,1,2,3,0,48,.684864,3.251136,1,1,1,2,1,1,3,0
9126-BAAYX,M,3,3,1,2,0,57,.8721,1.9779,2,0,-1,1,1,1,2,0
4507-NJVKR,M,3,1,4,5,0,48,.25488,1.90512,4,1,1,6,1,3,3,0
4018-BKYIU,F,2,2,1,3,0,40,2.9164,1.6836,2,1,2,5,0,2,2,0
6583-BBNGY,F,3,1,1,3,0,81,1.673379,4.239621,3,0,-1,1,1,1,3,0
4053-KBWCT,F,3,1,1,5,1,21,.1953,2.9547,4,1,2,2,1,2,3,0
5441-NRXSW,F,1,2,6,2,0,29,.019575,.705425,2,0,-1,1,1,1,1,0
5191-KEJFI,M,2,2,6,3,0,103,5.43634,7.95366,3,0,-1,1,1,3,2,0
1258-XCUHX,M,2,3,5,3,0,158,.33733,.76867,2,1,2,5,1,1,2,0
4468-WWLNG,F,3,1,1,5,0,57,2.829024,2.186976,2,1,1,5,0,2,3,0
8308-AAHZW,F,4,1,4,5,1,20,.24816,.41184,4,0,-1,1,0,2,3,0
6397-PXGWI,M,4,1,5,5,1,9,.150732,.803268,3,1,1,2,1,3,3,0
7677-IHGDR,F,2,2,3,4,0,36,.227268,3.624732,5,1,3,2,1,1,2,0
4619-KPBAU,M,3,3,1,3,0,264,13.76232,20.55768,2,1,1,4,1,1,3,0
6987-XMKKJ,M,2,2,3,2,0,53,1.606165,1.308835,5,1,3,4,0,2,1,0
5415-FFKMR,F,2,1,1,2,0,59,1.902042,7.655958,5,0,-1,4,0,2,1,1
6468-ZGKTW,F,4,3,1,4,0,175,.686,5.439,4,0,-1,1,0,1,3,0
7115-YDGDM,M,3,3,3,5,0,153,19.733787,23.259213,4,0,-1,1,0,2,3,1
8812-QGLQE,M,1,1,2,2,0,27,1.738422,2.230578,2,1,2,2,1,2,1,0
6982-QVZZQ,F,2,3,2,1,0,37,.383616,.948384,2,1,3,4,0,2,2,0
5176-AHEIK,F,4,3,1,5,0,28,1.670172,3.285828,4,1,3,5,1,3,3,0
9609-EHLAD,M,4,1,2,3,1,24,.32364,1.76436,5,0,-1,1,1,1,3,0
9914-GIVGB,F,3,3,2,1,0,29,.506688,1.755312,2,1,3,2,1,3,3,0
9094-JQXLD,M,4,2,1,5,1,40,1.266,1.734,4,1,1,2,0,2,3,0
0255-EYEGR,M,2,2,2,1,0,34,.402288,.753712,2,1,3,5,1,1,2,0
9924-OKOUY,F,1,2,5,2,0,21,.809676,1.689324,2,0,-1,1,1,1,1,0
5568-IAHPS,M,4,3,2,3,1,17,.367336,.261664,3,0,-1,1,1,2,3,0
5659-ZAIYW,M,1,2,5,1,0,16,1.56728,.72072,1,0,-1,1,0,2,1,0
0399-CDAQF,F,1,3,2,1,0,30,.52611,1.60389,1,1,2,5,1,1,1,0
2329-VTBAY,M,1,2,2,1,0,19,.061009,.299991,1,0,-1,1,0,2,2,0
3569-IVVOF,F,1,2,2,1,0,14,.788004,1.437996,2,1,3,4,0,2,1,1
1423-EJMIX,F,2,1,6,5,0,48,.06912,1.08288,5,1,2,2,1,3,3,0
7107-BOQTE,M,2,2,1,3,0,60,.94122,.67878,3,0,-1,1,1,1,2,0
6334-PBECC,M,2,3,2,2,0,33,1.0032,4.2768,2,1,2,2,1,3,2,0
9654-PBDFA,F,3,3,1,3,0,31,.261702,.296298,3,0,-1,1,0,2,2,0
1496-ZBRSK,F,3,2,1,3,0,80,1.83848,2.08152,4,0,-1,3,1,1,3,0
1057-VGMPE,F,4,3,3,5,0,170,1.07576,18.13424,5,0,-1,1,1,1,3,0
6735-TOLQA,F,4,1,1,4,0,56,1.3468,9.0132,3,1,1,3,1,3,3,0
8586-CDDNR,F,4,2,1,5,0,62,1.0509,3.5991,3,0,-1,1,1,1,3,0
8458-IYZUL,M,3,3,1,3,0,57,3.117444,3.323556,5,0,-1,1,1,1,2,0
2741-JCJHM,F,3,1,3,5,0,52,.271908,4.044092,4,0,-1,1,0,1,3,0
1221-LPBER,M,2,2,2,2,0,23,1.446056,1.221944,3,0,-1,1,1,1,2,1
2101-ABOYV,F,4,2,2,3,1,15,.88938,.94062,1,1,2,2,1,3,2,0
0512-AKBGE,M,4,2,1,4,0,69,3.326076,7.437924,3,1,2,2,1,3,3,0
8443-KRVRD,F,3,3,3,3,0,54,1.34784,7.07616,3,1,3,2,1,1,3,0
4345-KSEMZ,M,2,2,1,3,0,127,.539877,13.303123,5,0,-1,3,1,1,2,0
5993-UMYFL,F,3,1,3,5,0,154,6.00831,17.55369,2,0,-1,1,1,1,3,0
7421-UEMGI,F,1,1,3,2,0,19,.499928,1.248072,4,1,2,5,0,2,1,0
2193-JVCDD,M,3,3,1,3,0,380,15.3634,9.3366,2,0,-1,2,1,3,3,1
8548-CVGSL,M,4,1,3,5,1,29,.43616,.72384,5,0,-1,1,1,1,3,0
9747-TRTGN,M,2,3,2,2,0,19,.665456,1.006544,3,0,-1,1,1,1,2,0
5640-GAHKF,F,3,1,1,4,0,39,1.747629,2.815371,4,0,-1,1,1,1,2,0
3529-IJFQK,M,1,2,2,1,0,31,1.67586,3.25314,1,0,-1,2,0,2,1,1
4873-YIPXS,M,3,1,2,3,0,36,.49572,.58428,3,1,1,2,1,1,2,1
1472-ORMJX,F,1,3,2,1,0,73,1.495989,.913011,1,1,2,3,1,1,2,1
8069-UOIIK,F,4,2,1,4,0,54,2.426112,2.757888,4,0,-1,1,0,2,3,0
7095-AISEN,M,4,2,6,5,1,10,.15351,1.03649,5,1,2,2,0,3,2,0
3892-WIDWC,F,4,1,1,5,0,62,.41106,3.61894,2,1,2,2,0,2,3,0
8248-DOZVT,M,4,3,2,4,0,41,.119064,.208936,4,1,2,2,1,3,3,0
7013-ZEHYP,F,4,2,2,3,0,99,9.754668,10.441332,4,1,1,2,1,3,3,0
8459-NEFSR,F,3,2,2,2,0,46,3.426816,2.461184,3,0,-1,1,1,1,2,0
2607-ZMYUV,M,3,3,2,2,0,35,1.06848,3.97152,2,0,-1,1,1,4,2,0
6457-BOVUR,M,3,3,2,2,0,46,1.297568,6.246432,5,1,2,3,1,3,2,1
8820-LERBO,M,3,2,3,5,0,171,15.155901,29.817099,4,1,2,3,1,1,3,1
5244-WBHOJ,F,4,2,2,4,0,94,.636192,2.747808,5,0,-1,1,1,1,3,0
8711-UUCJY,F,1,3,1,1,0,57,3.342879,3.098121,1,1,2,5,1,3,2,0
0844-OKWFI,F,4,1,2,5,1,15,1.34277,3.35223,2,0,-1,1,0,2,3,0
5651-VLUVZ,M,2,3,4,3,0,38,.556738,2.901262,2,0,-1,1,0,2,1,0
4461-HLXMD,F,4,3,6,5,1,287,4.7355,3.8745,5,0,-1,1,1,1,3,0
3318-EWJAN,F,4,2,2,3,0,54,.261738,6.812262,3,0,-1,1,1,1,3,0
9326-DVTRZ,F,3,2,2,3,0,181,8.700851,.892149,4,1,1,2,1,1,3,0
4524-EDUPC,M,3,3,3,3,0,161,4.025644,11.108356,2,0,-1,2,1,1,3,1
9847-MYKMA,F,4,1,6,5,1,9,.056718,.357282,5,0,-1,1,1,4,3,0
4945-MCIPV,F,3,1,2,4,0,47,3.326754,3.300246,4,0,-1,1,1,4,3,0
3145-UALMD,M,2,2,6,3,0,45,1.623375,1.751625,3,0,-1,1,1,1,1,0
9424-OGKBC,M,4,2,3,5,1,10,.18988,.75012,2,1,2,2,1,1,2,0
6912-ELKOR,F,2,1,3,4,0,41,1.109337,2.457663,3,0,-1,4,1,1,1,0
4594-AXLCL,M,4,1,1,3,0,44,.551276,2.396724,4,1,1,3,0,1,3,0
4797-TKVKO,M,2,2,1,2,0,38,.96102,2.45898,4,0,-1,1,1,1,2,0
4203-IFZXF,F,3,3,6,3,0,28,.876512,1.671488,4,0,-1,1,0,2,1,0
9860-ATZXD,F,4,1,1,5,0,64,2.883584,5.308416,5,0,-1,1,1,3,3,0
2561-BCGKC,F,2,2,6,3,0,55,1.92335,1.65165,3,0,-1,2,1,1,2,0
1026-TVDDQ,F,4,1,6,5,0,198,8.020584,8.215416,4,0,-1,1,0,2,3,0
8930-NCJES,F,1,3,2,1,0,26,1.13529,2.06271,1,0,-1,1,0,2,1,1
7758-RTXET,F,3,1,3,5,0,112,.763392,1.924608,1,0,-1,1,1,1,2,0
1919-TYMNP,M,1,2,6,1,0,31,2.94686,3.12914,2,0,-1,1,0,2,1,0
8685-KWPFV,M,3,1,2,3,0,38,2.589092,3.604908,5,1,1,2,1,1,3,0
2020-RYPYO,F,3,2,1,4,0,40,.227,.773,4,0,-1,1,1,2,2,0
1193-JPOFG,F,3,2,1,4,0,62,.241056,.502944,4,1,2,4,0,2,3,0
5582-CUGXX,F,4,2,1,2,0,31,2.144177,6.752823,2,0,-1,1,0,2,3,0
2130-HKDSB,F,4,1,1,5,0,47,2.15448,3.48552,4,1,1,2,1,1,3,0
9421-SDAAS,M,4,2,5,5,1,14,.041552,.700448,2,1,2,2,0,2,3,0
1561-KDUMK,F,1,2,2,1,0,22,.475068,2.208932,1,1,2,4,1,3,1,0
4850-BFMKT,F,1,2,2,1,0,16,.87416,2.69384,1,1,2,3,0,2,1,1
3886-NHITQ,F,2,2,2,2,0,32,3.474432,1.133568,3,0,-1,3,1,3,2,0
0773-BPXXY,M,1,1,5,3,0,21,.254562,.207438,3,0,-1,4,1,1,2,0
2431-UXAYF,M,3,3,2,3,0,333,8.673984,20.630016,4,0,-1,2,1,3,2,0
5671-ZQFLN,M,3,1,2,4,0,25,1.032,.468,4,1,1,2,1,3,2,0
5834-XVKMP,M,1,1,6,3,0,23,.87354,1.19646,3,0,-1,2,0,2,1,0
2478-RUAEO,F,4,3,1,3,1,22,.563992,.712008,4,0,-1,1,0,2,3,0
1479-VIBIJ,M,3,2,6,5,0,145,7.32888,8.33112,5,1,2,2,1,1,1,0
2749-QRKKO,F,4,1,3,5,1,68,1.26684,4.85316,5,0,-1,1,0,2,3,0
3100-IQOPC,F,4,1,2,3,0,39,.449748,1.968252,3,1,1,3,1,1,3,0
2487-FMSBL,M,2,1,5,4,0,45,1.21716,.98784,5,0,-1,1,0,2,1,0
9139-GKKHH,M,3,2,1,5,0,140,4.88992,3.37008,4,0,-1,1,1,1,3,0
4543-DSRMM,M,3,2,6,4,0,113,1.356,4.294,1,1,2,2,1,1,3,0
9164-YNNPS,F,4,3,3,5,0,325,10.320375,13.404625,5,0,-1,1,0,1,3,0
8384-CKUKA,F,1,3,2,1,0,51,3.059898,3.621102,2,1,3,5,0,2,1,1
8787-PBBSY,M,2,2,6,2,0,20,.1701,.7299,2,0,-1,1,1,4,2,0
0996-ZWRZK,M,4,1,3,5,0,102,2.082636,10.463364,4,1,1,2,1,3,3,0
3792-DHSSY,F,1,3,1,1,0,125,1.248,6.752,3,1,3,4,1,1,1,0
8529-HVDHK,F,1,2,2,1,0,18,.525096,.410904,2,1,1,3,1,3,1,0
7081-NQEKV,F,1,2,1,1,0,44,.725296,1.562704,1,0,-1,1,1,1,1,0
2283-SOPDY,F,2,3,3,3,0,101,7.523995,16.211005,3,1,3,4,0,1,2,1
0479-GYAZV,F,4,1,2,3,0,31,.885081,1.997919,3,1,1,4,0,2,2,0
3898-RKIIV,M,2,1,3,4,0,44,2.0691,2.2869,2,1,2,6,1,3,2,0
7183-JISWQ,M,3,2,1,3,0,131,1.386504,12.761496,5,0,-1,1,1,1,3,0
2374-OXBLY,M,3,2,5,4,0,59,1.217406,2.145594,5,1,2,2,1,1,1,1
9882-QYNVL,M,2,2,5,3,0,25,.49815,3.55185,4,1,2,5,1,1,2,0
9933-XNMLP,F,4,3,5,5,1,36,2.665584,3.562416,1,0,-1,1,1,3,3,0
8088-THEZK,M,2,2,6,5,0,94,1.31318,3.85682,5,0,-1,1,1,1,1,0
8620-OBDDB,M,3,1,6,4,0,67,.9581,1.9899,3,1,1,3,1,3,3,0
5377-EQUOX,M,4,2,6,5,1,44,.622336,.873664,5,1,2,2,1,1,2,0
1499-SNAYO,M,4,1,3,4,0,28,.18774,1.07226,3,0,-1,1,1,3,3,0
1502-DEHUW,F,2,1,5,4,0,36,.317628,5.910372,5,1,1,5,1,1,1,1
9353-WAPUD,F,1,2,2,1,0,56,2.001776,4.830224,1,1,2,5,1,1,1,0
7041-QHTOX,F,4,2,6,5,0,183,18.709554,16.792446,3,0,-1,1,1,1,3,1
8021-HNWJA,F,3,2,1,4,0,51,.469404,1.519596,2,1,2,2,1,3,2,0
5416-EXLSI,M,2,1,2,2,0,22,.29205,3.60195,3,1,1,3,1,3,3,0
9705-RBLPU,M,4,3,1,4,1,22,.726726,2.419274,4,1,1,2,0,2,3,0
5974-NKBXV,M,3,1,6,5,1,72,1.381536,10.426464,5,0,-1,3,1,1,3,0
1545-RIULP,M,1,2,6,1,0,16,1.08672,.83328,1,1,1,3,0,2,1,1
7028-NLPFJ,F,4,2,5,5,0,338,9.266608,41.095392,4,0,-1,1,1,3,3,0
0884-GSENL,F,2,2,1,3,0,81,2.35872,3.31128,3,1,1,2,0,2,2,0
7238-SMNKN,F,3,3,2,3,0,72,3.2562,1.5678,2,0,-1,1,1,1,3,0
0565-TNYOL,M,1,2,4,1,0,14,.235984,.366016,1,1,1,4,1,1,1,0
2893-TXQHO,M,2,1,2,1,0,26,1.25775,2.09625,2,0,-1,2,0,2,2,0
6711-HWYQL,M,4,2,1,4,0,99,.56628,3.78972,5,0,-1,1,0,2,3,0
2498-IGTRQ,F,4,1,5,5,1,26,1.417,1.183,3,0,-1,1,1,1,3,0
0644-VXLBN,F,4,2,2,4,1,9,.12663,.18837,2,0,-1,1,1,4,3,0
7577-TIMYF,F,1,2,1,2,0,64,3.08864,1.77536,4,0,-1,1,1,1,1,0
7948-MJXHM,M,1,1,1,2,0,18,.41724,3.97476,2,0,-1,1,0,2,1,0
9656-LDGCQ,F,1,3,1,2,0,37,.75998,2.16302,4,0,-1,1,1,1,2,0
1541-GUNHJ,F,3,1,1,3,0,43,4.447404,4.324596,1,1,1,2,1,1,2,0
3741-KPNDZ,F,1,2,2,1,0,35,2.58447,3.92553,2,1,3,4,1,1,1,1
4719-XBSAE,M,4,1,3,5,0,30,.04509,.22491,5,0,-1,1,1,1,2,0
5030-HXAEH,F,3,1,6,5,0,150,17.43075,10.01925,4,1,1,2,1,1,2,1
4064-WIEBA,F,4,2,1,5,0,92,1.5916,3.0084,5,0,-1,1,0,1,2,0
8979-HXJAG,M,2,3,2,1,0,53,1.103672,6.157328,1,1,3,2,1,1,2,1
9935-ZIUDA,F,2,2,1,2,0,43,.707135,1.657865,3,1,3,2,0,1,1,0
9355-ZPMAP,M,4,1,5,5,0,146,7.10144,6.76856,5,1,1,2,1,3,3,0
0636-DOVBC,M,4,2,3,5,1,24,.164736,.123264,3,0,-1,1,0,2,2,0
6638-TZSIH,F,4,2,1,4,1,19,.49875,4.25125,5,1,3,2,1,1,3,0
1264-SHPKF,M,1,2,6,1,0,22,.56463,1.34937,1,0,-1,1,0,1,1,1
4530-OCJAD,M,3,2,2,2,0,30,.28128,.67872,3,1,2,2,0,2,2,0
2502-QFDOC,M,4,2,2,3,1,22,.38214,1.59786,1,1,3,3,1,1,3,0
5249-DHDRL,F,2,3,3,2,0,75,6.69465,5.45535,3,0,-1,1,1,1,2,0
1272-RSLDF,M,2,2,1,2,0,40,.51688,2.32312,3,1,2,5,0,2,3,0
6298-FJVEO,F,4,2,2,3,1,9,.11178,.29322,3,1,2,2,0,2,2,0
3616-UAVXV,M,3,2,3,5,0,286,14.78048,30.97952,2,1,2,2,0,2,3,1
2497-GHBKF,M,2,3,2,1,0,61,3.781817,11.285183,1,0,-1,1,0,2,2,1
3117-BBMOB,F,1,2,6,1,0,17,1.802544,.594456,4,1,2,6,1,2,1,1
7132-KSZQV,F,4,2,2,2,0,35,1.61833,2.65167,1,0,-1,1,1,3,3,0
5637-HEQSM,F,1,2,1,1,0,28,.58968,.86632,1,0,-1,1,1,1,1,0
1265-UAPFO,F,3,2,1,2,0,30,.82002,3.91998,3,1,2,2,0,2,2,0
9329-SFQPX,F,2,2,5,3,0,38,2.74626,2.80174,4,0,-1,1,1,1,3,0
1809-YDSGM,F,3,2,1,2,0,19,.043434,.127566,2,1,1,4,1,2,3,0
8832-EREQT,M,3,1,5,5,0,159,17.3628,16.0272,5,1,2,3,1,1,2,1
6606-SPWGT,F,1,1,3,2,0,21,.391986,.889014,1,0,-1,2,1,1,1,0
7785-XNUWF,M,1,2,2,1,0,37,2.908089,1.642911,3,0,-1,1,0,2,1,1
7525-TEXOQ,M,2,3,1,2,0,49,2.907072,.620928,3,0,-1,1,0,2,1,0
4154-ZXTLW,M,2,1,2,1,0,29,.95004,1.13796,3,0,-1,1,0,2,2,0
5477-YBLUD,M,4,3,6,4,0,102,3.065712,3.870288,5,1,3,2,1,1,3,0
4612-KENTN,M,4,2,6,5,1,10,.29735,.65265,2,1,2,2,1,1,3,0
1526-WOBOA,M,1,2,2,1,0,19,.75487,1.84813,1,1,2,5,1,1,1,0
4580-DVKCU,M,2,2,1,2,0,63,2.37762,4.04838,4,0,-1,1,1,3,2,0
6513-LKUJO,F,3,1,2,2,0,22,.463188,1.450812,3,0,-1,1,1,2,2,0
8058-WJETY,F,2,3,2,2,0,43,1.219695,5.445305,3,1,3,5,0,2,2,1
0220-OAOXO,M,3,2,1,4,0,77,.315084,.608916,5,1,1,3,1,1,3,0
7400-FZKRD,M,3,2,1,4,0,124,1.86186,2.23014,2,1,3,2,1,1,3,0
2604-JCNHC,M,2,2,1,2,0,41,.267976,1.495024,4,0,-1,1,0,2,1,0
3677-ANMVI,M,2,1,2,1,0,36,.18648,9.13752,1,1,1,3,1,1,2,1
0815-IGRGU,F,2,3,2,1,0,64,1.117824,4.130176,5,0,-1,1,1,1,2,0
1927-POSCK,M,4,1,6,5,0,197,6.454311,25.656689,5,1,1,2,1,1,3,0
2920-BSMLY,M,1,1,6,3,0,25,.300375,.824625,5,1,1,5,1,1,1,0
4725-WAAPD,M,1,2,1,1,0,22,.502414,.399586,1,0,-1,1,0,2,1,0
5503-XVRMF,M,1,2,2,1,0,22,.516912,1.441088,1,1,2,4,1,3,1,1
7300-ISEXE,M,3,2,2,2,0,131,3.623984,3.712016,3,0,-1,2,1,1,2,0
0484-SLOHF,M,4,2,1,4,0,83,.19588,1.46412,2,0,-1,1,1,1,3,0
5610-CEONF,F,2,3,2,1,0,87,1.99752,5.13648,2,1,2,3,0,2,1,1
6428-NVEJX,M,1,2,1,1,0,33,1.858032,4.213968,1,0,-1,1,1,4,1,0
3691-PFHJI,F,4,1,5,5,1,13,.069316,.489684,4,0,-1,1,0,2,2,0
4140-CAYVO,M,4,2,2,3,0,74,1.281384,4.194616,4,1,2,6,1,4,3,0
9547-EVWPQ,F,4,1,2,3,1,9,.328032,.274968,4,0,-1,1,1,1,3,0
3370-HKVIL,M,4,2,2,3,1,17,.5236,.4114,1,0,-1,1,1,1,3,0
4862-PKMLA,F,1,2,3,2,0,26,.058916,.227084,3,0,-1,2,0,4,1,0
2052-DLDNH,F,4,1,2,3,0,58,1.92792,5.03208,5,0,-1,1,1,1,3,0
8514-LGUYE,F,3,1,1,3,0,47,.774701,1.716299,5,0,-1,1,1,3,3,0
2213-BYNET,M,4,2,1,5,0,34,.738072,.485928,5,0,-1,1,1,3,3,0
5631-AADCN,F,1,1,2,1,0,29,.113535,.727465,1,1,1,6,1,3,1,0
4502-PKAFQ,M,4,1,2,2,0,52,.8905,5.6095,2,0,-1,1,1,1,3,0
4448-URDJM,M,2,2,2,2,0,22,1.70291,1.31109,1,0,-1,1,0,2,2,0
8264-VUELP,M,1,3,1,2,0,38,1.238496,1.953504,2,1,3,2,0,2,2,1
6540-PFZTI,M,1,2,4,2,0,22,.97966,1.70434,5,0,-1,1,0,2,1,0
1653-BLMYS,M,3,1,1,4,0,80,1.34816,2.17184,5,0,-1,1,1,1,1,0
4296-KZIZR,F,1,1,2,1,0,18,.601236,.424764,4,1,1,4,1,3,2,0
9542-XBASW,M,4,1,1,4,0,27,1.33056,2.98944,3,1,1,4,1,1,3,0
